MonitoringStation,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,TierLevel
CB6.4,447894,BAY716,TWQM,MAIN,VADEQ,ODU,CB6.4,3/15/2018,12:19:00,10,3,3,1,S ,D,S1,CHLA,,7.3692,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,447895,BAY719,TWQM,MAIN,VADEQ,ODU,CB6.4,4/26/2018,11:53:00,10,,,1,S ,D,S1,CHLA,,4.1652,UG/L,L01 ,ODU,,,,Sample filtered in laboratory 6.5 hours after collection.,37.23653,-76.20799,T3
CB6.4,448768,BAY720,TWQM,MAIN,VADEQ,ODU,CB6.4,5/16/2018,13:22:00,9,,,1,S ,D,S1,CHLA,,3.3108,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,448769,BAY722,TWQM,MAIN,VADEQ,ODU,CB6.4,6/5/2018,7:53:00,10,7,7,1,S ,D,S1,CHLA,,4.6992,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,448770,BAY723,TWQM,MAIN,VADEQ,ODU,CB6.4,6/28/2018,12:42:00,10,4,4,1,S ,D,S1,CHLA,,8.01,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,449498,BAY724,TWQM,MAIN,VADEQ,ODU,CB6.4,7/9/2018,14:52:00,10,6,6,1,S ,D,S1,CHLA,,10.146,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,449500,BAY726,TWQM,MAIN,VADEQ,ODU,CB6.4,8/7/2018,17:12:00,10,7,7,1,S ,D,S1,CHLA,,12.6024,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,449501,BAY727,TWQM,MAIN,VADEQ,ODU,CB6.4,8/28/2018,16:18:00,10,,,1,S ,D,S1,CHLA,,5.7672,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,449587,BAY729,TWQM,MAIN,VADEQ,ODU,CB6.4,9/26/2018,13:19:00,10,3,3,1,S ,D,S1,CHLA,,6.0876,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,449588,BAY730,TWQM,MAIN,VADEQ,ODU,CB6.4,10/17/2018,10:26:00,10,8,8,1,S ,D,S1,CHLA,,6.8352,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,450745,BAY732,TWQM,MAIN,VADEQ,ODU,CB6.4,11/20/2018,9:03:00,10,4,4,1,S ,D,S1,CHLA,,8.6508,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,450746,BAY734,TWQM,MAIN,VADEQ,ODU,CB6.4,12/12/2018,7:52:00,10,8,8,1,S ,D,S1,CHLA,,15.5928,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,453541,BAY736,TWQM,MAIN,VADEQ,ODU,CB6.4,1/15/2019,11:41:00,9,5,5,1,S ,D,S1,CHLA,,8.9712,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,453542,BAY738,TWQM,MAIN,VADEQ,ODU,CB6.4,2/14/2019,16:04:00,9,7,7,1,S ,D,S1,CHLA,,7.1556,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,454303,BAY740,TWQM,MAIN,VADEQ,ODU,CB6.4,3/14/2019,8:31:00,10,5,5,1,S ,D,S1,CHLA,,23.7096,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,454304,BAY743,TWQM,MAIN,VADEQ,ODU,CB6.4,4/23/2019,11:09:00,10,2,2,1,S ,D,S1,CHLA,,10.68,UG/L,L01 ,ODU,,,,Sample collected approximately 10 minutes before above pycnocline sample collected.,37.23653,-76.20799,T3
CB6.4,455753,BAY745,TWQM,MAIN,VADEQ,ODU,CB6.4,5/20/2019,12:00:00,9,4,4,1,S ,D,S1,CHLA,,6.7284,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,455754,BAY746,TWQM,MAIN,VADEQ,ODU,CB6.4,6/4/2019,7:57:00,9,7,7,1,S ,D,S1,CHLA,,15.0855,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,455755,BAY747,TWQM,MAIN,VADEQ,ODU,CB6.4,6/25/2019,14:04:00,9,6,6,1,S ,D,S1,CHLA,,18.69,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,455924,BAY748,TWQM,MAIN,VADEQ,ODU,CB6.4,7/10/2019,11:43:00,9,,,1,S ,D,S1,CHLA,,10.98514,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,455926,BAY750,TWQM,MAIN,VADEQ,ODU,CB6.4,8/5/2019,12:56:00,10,3,3,1,S ,D,S1,CHLA,,4.1652,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,455927,BAY751,TWQM,MAIN,VADEQ,ODU,CB6.4,8/28/2019,14:13:00,9,6,6,1,S ,D,S1,CHLA,,9.5052,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,457785,BAY753,TWQM,MAIN,VADEQ,ODU,CB6.4,9/20/2019,11:27:00,9,5,5,1,S ,D,S1,CHLA,,4.3788,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,457786,BAY754,TWQM,MAIN,VADEQ,ODU,CB6.4,10/15/2019,15:58:00,9,7,7,1,S ,D,S1,CHLA,,10.5732,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,459177,BAY756,TWQM,MAIN,VADEQ,ODU,CB6.4,11/11/2019,11:38:00,10,,,1,S ,D,S1,CHLA,,5.0196,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
CB6.4,459178,BAY758,TWQM,MAIN,VADEQ,ODU,CB6.4,12/9/2019,11:35:00,10,,,1,S ,D,S1,CHLA,,7.0488,UG/L,L01 ,ODU,,,,,37.23653,-76.20799,T3
